iter	MAPE
0	0.05303521704
1	0.05266333193
2	0.05231861835
3	0.05196048698
4	0.05162637594
5	0.05130686187
6	0.05097905658
7	0.0506701249
8	0.05032241129
9	0.04999489156
10	0.04968049063
11	0.04939292192
12	0.04913119102
13	0.04884371302
14	0.04856765055
15	0.04824941308
16	0.04799628247
17	0.0477266299
18	0.04745561674
19	0.0472053249
20	0.04697436018
21	0.04677770926
22	0.04652840175
23	0.04631615609
24	0.04609623736
25	0.04585577202
26	0.04565946377
27	0.04544484631
28	0.04521907536
29	0.04503071565
30	0.04485715113
31	0.04466176337
32	0.04448753367
33	0.04428673378
34	0.04409514561
35	0.04391150598
36	0.04373424266
37	0.04356872747
38	0.04343090116
39	0.04323408227
40	0.04306083017
41	0.04294264679
42	0.04279333104
43	0.04264688429
44	0.04251016997
45	0.04239831586
46	0.04228617283
47	0.0421751989
48	0.04204444768
49	0.04193141102
50	0.04183428826
51	0.04171816088
52	0.04162351742
53	0.04150465878
54	0.0414073546
55	0.04132001466
56	0.04120903066
57	0.04111309043
58	0.04103990401
59	0.04092298379
60	0.04083529447
61	0.04072562738
62	0.04063822361
63	0.04055324203
64	0.04043696684
65	0.04034765824
66	0.04025446272
67	0.0401710265
68	0.0400873988
69	0.04001779359
70	0.0399393059
71	0.03986029077
72	0.03979782111
73	0.03971008811
74	0.03963406965
75	0.03956073205
76	0.03949369685
77	0.03943000098
78	0.03934584584
79	0.03926053167
80	0.03919818295
81	0.03912218128
82	0.03906399497
83	0.03901797336
84	0.03893757412
85	0.03888534754
86	0.03882984882
87	0.03877527732
88	0.03872976971
89	0.03868087574
90	0.0385944731
91	0.03851676481
92	0.0384307653
93	0.03837752416
94	0.03830284612
95	0.03824349071
96	0.03816951817
97	0.03808598117
98	0.03802483515
99	0.03796389406
100	0.03790488132
101	0.03785995154
102	0.03782360861
103	0.03775500117
104	0.03770963466
105	0.03765670259
106	0.03760942453
107	0.03755300867
108	0.03752158067
109	0.03747294874
110	0.03742417907
111	0.03736640934
112	0.0373272142
113	0.03728702466
114	0.03724405683
115	0.03720522116
116	0.03712980068
117	0.03709218115
118	0.03706204655
119	0.03702048298
120	0.03697267412
121	0.03691487415
122	0.03688595569
123	0.03683844583
124	0.03679959336
125	0.03674834103
126	0.03669616484
127	0.03663116213
128	0.0365843544
129	0.03654666096
130	0.03649739745
131	0.03645860881
132	0.03640472936
133	0.03636225201
134	0.03630803325
135	0.03626889187
136	0.03622579974
137	0.03617442982
138	0.03613887973
139	0.03608469457
140	0.03604752185
141	0.0360090658
142	0.03598852254
143	0.03592541122
144	0.03586560564
145	0.03581745747
146	0.03577402939
147	0.03570526741
148	0.03566295468
149	0.03561477292
150	0.03558852189
151	0.03552782268
152	0.03549191648
153	0.03544944585
154	0.03542847929
155	0.03537982049
156	0.03529111996
157	0.03525014094
158	0.03520318203
159	0.03516512576
160	0.03513835737
161	0.03508850931
162	0.03504600844
163	0.03502251555
164	0.03498268883
165	0.03494126972
166	0.03490224928
167	0.03485753787
168	0.03481063272
169	0.03479403013
170	0.0347628541
171	0.03474565352
172	0.03472280901
173	0.03467547384
174	0.03464865506
175	0.03461637039
176	0.03456419756
177	0.03451942568
178	0.03448824292
179	0.03443828064
180	0.03439988842
181	0.03437398678
182	0.03435622853
183	0.03432450154
184	0.03428910934
185	0.03426243838
186	0.03420390268
187	0.03416262131
188	0.03412886854
189	0.03410455594
190	0.03407102154
191	0.03405508413
192	0.03403447704
193	0.03401649707
194	0.03395605318
195	0.0339437373
196	0.03393169018
197	0.03390801924
198	0.0338617927
199	0.03383461781
200	0.03380609577
201	0.03378547188
202	0.03375651982
203	0.03372504143
204	0.03371147582
205	0.03366956959
206	0.03365632985
207	0.03362974623
208	0.03360997901
209	0.03359136073
210	0.03356228102
211	0.03353978925
212	0.03353009377
213	0.03349901516
214	0.03348001054
215	0.03347621768
216	0.03345357138
217	0.03343484896
218	0.03341604255
219	0.03336714186
220	0.03334122678
221	0.03332460068
222	0.03328696099
223	0.03327042224
224	0.03323941418
225	0.03323040403
226	0.03321910944
227	0.03319771623
228	0.03319031528
229	0.03317167013
230	0.0331554606
231	0.03312375376
232	0.03310185663
233	0.03308321148
234	0.03303287965
235	0.03299767223
236	0.03296858579
237	0.03294996079
238	0.03293703349
239	0.03289682043
240	0.03286585268
241	0.03283970916
242	0.03281676386
243	0.03280390375
244	0.03279326761
245	0.03278610854
246	0.03277948028
247	0.03277108828
248	0.03272926939
249	0.0327125257
250	0.03266470005
251	0.03264518143
252	0.03261190571
253	0.03258667933
254	0.03255468358
255	0.03253471479
256	0.03252058143
257	0.03251147386
258	0.03248937179
259	0.03248055314
260	0.03247448591
261	0.0324464006
262	0.032435405
263	0.03242551803
264	0.03239669363
265	0.03235154549
266	0.03231893831
267	0.03227948786
268	0.0322484126
269	0.0322056329
270	0.03215427978
271	0.03212543523
272	0.03209411473
273	0.03206951657
274	0.03206523658
275	0.03203930471
