iter	Passed	Remaining
1670	30352	151289
1671	30368	151259
1672	30385	151235
1673	30401	151209
1674	30419	151188
1675	30435	151158
1676	30453	151141
1677	30470	151115
1678	30486	151089
1679	30504	151072
1680	30522	151048
1681	30537	151017
1682	30553	150987
1683	30569	150961
1684	30588	150943
1685	30604	150919
1686	30620	150889
1687	30637	150863
1688	30654	150838
1689	30678	150852
1690	30703	150866
1691	30724	150864
1692	30746	150864
1693	30766	150852
1694	30788	150855
1695	30807	150842
1696	30827	150831
1697	30847	150821
1698	30868	150816
1699	30883	150785
1700	30899	150755
1701	30917	150738
1702	30934	150710
1703	30951	150689
1704	30967	150662
1705	30984	150637
1706	31001	150612
1707	31017	150583
1708	31043	150602
1709	31060	150578
1710	31075	150547
1711	31090	150513
1712	31106	150482
1713	31121	150451
1714	31139	150430
1715	31154	150399
1716	31171	150373
1717	31186	150343
1718	31202	150312
1719	31216	150275
1720	31232	150246
1721	31252	150238
1722	31274	150238
1723	31295	150233
1724	31316	150226
1725	31336	150221
1726	31356	150210
1727	31376	150202
1728	31398	150198
1729	31416	150181
1730	31437	150178
1731	31453	150150
1732	31468	150115
1733	31483	150080
1734	31499	150052
1735	31515	150026
1736	31531	149998
1737	31547	149966
1738	31564	149946
1739	31581	149922
1740	31598	149899
1741	31615	149871
1742	31632	149852
1743	31648	149821
1744	31666	149804
1745	31681	149772
1746	31701	149760
1747	31723	149760
1748	31744	149754
1749	31762	149738
1750	31787	149749
1751	31806	149737
1752	31826	149726
1753	31848	149726
1754	31868	149718
1755	31885	149695
1756	31903	149675
1757	31920	149652
1758	31937	149630
1759	31953	149602
1760	31970	149577
1761	31986	149547
1762	32001	149517
1763	32017	149486
1764	32034	149462
1765	32050	149434
1766	32066	149408
1767	32082	149381
1768	32100	149360
1769	32118	149341
1770	32142	149352
1771	32164	149349
1772	32187	149355
1773	32208	149347
1774	32230	149349
1775	32250	149338
1776	32272	149339
1777	32292	149331
1778	32313	149324
1779	32331	149304
1780	32347	149275
1781	32362	149245
1782	32378	149215
1783	32395	149192
1784	32410	149160
1785	32426	149134
1786	32444	149116
1787	32460	149088
1788	32478	149065
1789	32493	149035
1790	32510	149010
1791	32526	148983
1792	32543	148957
1793	32558	148929
1794	32573	148896
1795	32593	148883
1796	32614	148880
1797	32635	148875
1798	32656	148867
1799	32676	148857
1800	32698	148857
1801	32717	148845
1802	32737	148833
1803	32758	148827
1804	32779	148825
1805	32797	148805
1806	32813	148777
1807	32828	148746
1808	32844	148717
1809	32859	148683
1810	32873	148649
1811	32890	148625
1812	32908	148603
1813	32924	148576
1814	32938	148542
1815	32953	148507
1816	32970	148487
1817	32986	148458
1818	33002	148429
1819	33017	148398
1820	33032	148367
1821	33048	148336
1822	33067	148320
1823	33087	148315
1824	33110	148316
1825	33143	148365
1826	33164	148359
1827	33184	148349
1828	33205	148343
1829	33224	148329
1830	33243	148313
1831	33260	148291
1832	33277	148271
1833	33294	148248
1834	33310	148219
1835	33325	148188
1836	33343	148167
1837	33360	148145
1838	33376	148117
1839	33393	148091
1840	33409	148065
1841	33426	148040
1842	33443	148018
1843	33460	147996
1844	33479	147980
1845	33496	147959
1846	33513	147933
1847	33528	147903
1848	33545	147877
1849	33561	147851
1850	33589	147877
1851	33611	147874
1852	33633	147873
1853	33655	147872
1854	33676	147870
1855	33696	147858
1856	33720	147866
1857	33740	147854
1858	33762	147853
1859	33781	147840
1860	33802	147835
1861	33825	147838
1862	33840	147804
1863	33857	147783
1864	33873	147755
1865	33891	147733
1866	33908	147713
1867	33925	147687
1868	33940	147658
1869	33956	147630
1870	33973	147607
1871	33990	147583
1872	34006	147555
1873	34024	147536
1874	34043	147521
1875	34060	147499
1876	34076	147472
1877	34093	147448
1878	34112	147432
1879	34128	147407
1880	34147	147392
1881	34170	147396
1882	34192	147392
1883	34213	147386
1884	34235	147386
1885	34257	147382
1886	34280	147385
1887	34301	147379
1888	34321	147372
1889	34341	147361
1890	34359	147338
1891	34375	147315
1892	34397	147312
1893	34419	147309
1894	34437	147292
1895	34456	147274
1896	34471	147244
1897	34487	147216
1898	34503	147188
1899	34518	147158
1900	34535	147133
1901	34549	147100
1902	34567	147080
1903	34583	147053
1904	34602	147039
1905	34620	147017
1906	34636	146992
1907	34653	146969
1908	34670	146945
1909	34687	146923
1910	34704	146898
1911	34719	146867
1912	34736	146845
1913	34753	146822
1914	34772	146805
1915	34796	146811
1916	34815	146798
1917	34831	146769
1918	34847	146746
1919	34863	146718
1920	34879	146691
1921	34897	146671
1922	34914	146649
1923	34930	146621
1924	34947	146599
1925	34963	146568
1926	34980	146546
1927	34995	146516
1928	35012	146493
1929	35028	146464
1930	35044	146440
1931	35062	146421
1932	35087	146430
1933	35111	146436
1934	35134	146438
1935	35155	146434
1936	35176	146425
1937	35197	146422
1938	35220	146421
1939	35246	146437
1940	35262	146409
1941	35278	146381
1942	35293	146352
1943	35309	146323
1944	35325	146296
1945	35340	146265
1946	35356	146237
1947	35374	146218
1948	35390	146191
1949	35405	146162
1950	35422	146138
1951	35438	146112
1952	35455	146087
1953	35471	146059
1954	35488	146038
1955	35506	146017
1956	35521	145989
1957	35539	145969
1958	35563	145974
1959	35584	145969
1960	35606	145968
1961	35629	145970
1962	35651	145966
1963	35671	145954
1964	35693	145954
1965	35715	145950
1966	35735	145941
1967	35754	145925
1968	35775	145917
1969	35794	145901
1970	35813	145888
1971	35833	145878
1972	35850	145855
1973	35865	145824
1974	35883	145803
1975	35899	145777
1976	35916	145756
1977	35933	145731
1978	35949	145704
1979	35964	145672
1980	35980	145647
1981	35996	145621
1982	36014	145599
1983	36031	145578
1984	36049	145560
1985	36064	145528
1986	36081	145505
1987	36098	145482
1988	36114	145457
1989	36131	145432
1990	36149	145415
1991	36168	145399
1992	36189	145391
1993	36209	145384
1994	36233	145389
1995	36256	145388
1996	36282	145400
1997	36303	145393
1998	36325	145391
1999	36344	145378
2000	36365	145369
2001	36382	145349
2002	36399	145326
2003	36415	145298
2004	36431	145273
2005	36448	145249
2006	36464	145222
2007	36480	145195
2008	36497	145171
2009	36514	145149
2010	36532	145129
2011	36549	145107
2012	36567	145088
2013	36588	145081
2014	36603	145051
2015	36619	145023
2016	36634	144995
2017	36650	144968
2018	36667	144945
2019	36683	144917
2020	36699	144892
2021	36716	144867
2022	36732	144840
2023	36748	144815
2024	36769	144809
2025	36791	144806
2026	36813	144804
2027	36838	144811
2028	36859	144803
2029	36878	144788
2030	36902	144793
2031	36922	144780
2032	36941	144768
2033	36959	144747
2034	36980	144740
2035	36996	144713
2036	37010	144682
2037	37028	144663
2038	37046	144644
2039	37064	144623
2040	37080	144597
2041	37097	144576
2042	37115	144557
2043	37132	144533
2044	37150	144514
2045	37168	144495
2046	37186	144477
2047	37203	144453
2048	37221	144435
2049	37238	144413
2050	37258	144399
2051	37281	144403
2052	37305	144405
2053	37328	144406
2054	37351	144407
2055	37372	144401
2056	37394	144395
2057	37413	144382
2058	37433	144371
2059	37452	144356
2060	37469	144332
2061	37485	144305
2062	37502	144284
2063	37518	144256
2064	37536	144236
2065	37551	144209
2066	37568	144184
2067	37586	144165
2068	37604	144149
2069	37621	144126
2070	37638	144101
2071	37653	144070
2072	37668	144042
2073	37683	144010
2074	37698	143980
2075	37715	143957
2076	37734	143942
2077	37750	143917
2078	37770	143905
2079	37788	143888
2080	37812	143892
2081	37837	143897
2082	37857	143888
2083	37876	143872
2084	37902	143882
2085	37924	143880
2086	37943	143866
2087	37964	143859
2088	37985	143851
2089	38003	143831
2090	38019	143805
2091	38045	143817
2092	38061	143788
2093	38075	143754
2094	38093	143737
2095	38108	143705
2096	38126	143688
2097	38143	143665
2098	38160	143641
2099	38177	143621
2100	38195	143602
2101	38210	143571
2102	38226	143544
2103	38242	143519
2104	38259	143497
2105	38276	143474
2106	38293	143450
2107	38310	143429
2108	38332	143424
2109	38356	143427
2110	38376	143415
2111	38398	143414
2112	38420	143408
2113	38439	143393
2114	38460	143387
2115	38481	143379
2116	38502	143372
2117	38521	143356
2118	38538	143331
2119	38555	143309
2120	38573	143289
2121	38590	143268
2122	38607	143244
2123	38622	143216
2124	38638	143191
2125	38655	143165
2126	38671	143139
2127	38687	143115
2128	38704	143091
2129	38720	143065
2130	38738	143047
2131	38755	143025
2132	38774	143009
2133	38790	142984
2134	38810	142969
2135	38827	142950
2136	38848	142939
2137	38865	142920
2138	38898	142956
2139	38942	143031
2140	38971	143051
2141	38992	143044
2142	39013	143038
2143	39033	143026
2144	39052	143011
2145	39077	143015
2146	39099	143014
2147	39129	143038
2148	39147	143017
2149	39165	143000
2150	39182	142977
2151	39199	142953
2152	39215	142929
2153	39232	142903
2154	39248	142879
2155	39264	142852
2156	39280	142825
2157	39295	142797
2158	39312	142775
2159	39328	142747
2160	39343	142719
2161	39359	142690
2162	39375	142666
2163	39391	142638
2164	39407	142612
2165	39421	142581
2166	39438	142556
2167	39454	142529
2168	39470	142504
2169	39489	142490
2170	39509	142478
2171	39535	142487
2172	39556	142478
2173	39580	142483
2174	39603	142481
2175	39623	142468
2176	39646	142470
2177	39666	142457
2178	39685	142440
2179	39702	142420
2180	39720	142400
2181	39747	142414
2182	39764	142389
2183	39779	142361
2184	39796	142338
2185	39812	142312
2186	39828	142287
2187	39844	142260
2188	39861	142236
2189	39877	142210
2190	39894	142187
2191	39909	142159
2192	39926	142137
2193	39943	142112
2194	39960	142090
2195	39978	142072
2196	39995	142049
2197	40012	142028
2198	40029	142005
2199	40045	141978
2200	40062	141958
2201	40085	141955
2202	40107	141950
2203	40127	141938
2204	40150	141939
2205	40170	141924
2206	40190	141914
2207	40210	141902
2208	40233	141899
2209	40252	141887
2210	40274	141880
2211	40298	141883
2212	40316	141862
2213	40333	141841
2214	40351	141820
2215	40367	141794
2216	40384	141773
2217	40402	141755
2218	40423	141745
2219	40442	141730
2220	40460	141712
2221	40478	141691
2222	40494	141666
2223	40516	141660
2224	40536	141649
2225	40551	141620
2226	40565	141588
2227	40581	141562
2228	40599	141541
2229	40616	141519
2230	40633	141496
2231	40649	141472
2232	40666	141449
2233	40684	141429
2234	40704	141419
2235	40722	141399
2236	40739	141377
2237	40772	141411
2238	40788	141385
2239	40804	141358
2240	40820	141333
2241	40837	141309
2242	40854	141288
2243	40871	141266
2244	40889	141247
2245	40907	141226
2246	40927	141215
2247	40942	141187
2248	40959	141165
2249	40977	141143
2250	40995	141127
2251	41013	141106
2252	41029	141080
2253	41044	141053
2254	41063	141036
2255	41081	141015
2256	41098	140995
2257	41114	140970
2258	41132	140951
2259	41149	140928
2260	41166	140904
2261	41183	140882
2262	41200	140861
2263	41216	140836
2264	41232	140808
2265	41248	140783
2266	41265	140762
2267	41281	140735
2268	41298	140711
2269	41314	140686
2270	41330	140660
2271	41347	140639
2272	41364	140615
2273	41382	140597
2274	41402	140586
2275	41419	140565
2276	41436	140542
2277	41452	140515
2278	41470	140498
2279	41487	140475
2280	41504	140452
2281	41520	140426
2282	41536	140401
2283	41567	140427
2284	41587	140413
2285	41602	140385
2286	41618	140360
2287	41634	140335
2288	41652	140315
2289	41668	140289
2290	41686	140271
2291	41703	140248
2292	41720	140225
2293	41737	140203
2294	41753	140178
2295	41771	140160
2296	41789	140142
2297	41808	140124
2298	41825	140102
2299	41841	140079
2300	41861	140066
2301	41880	140049
2302	41897	140028
2303	41913	140001
2304	41930	139980
2305	41946	139955
2306	41962	139929
2307	41978	139903
2308	41996	139884
2309	42016	139872
2310	42036	139859
2311	42056	139848
2312	42073	139828
2313	42090	139803
2314	42113	139803
2315	42132	139786
2316	42149	139763
2317	42166	139742
2318	42184	139722
2319	42202	139705
2320	42218	139680
2321	42234	139655
2322	42252	139634
2323	42273	139625
2324	42289	139601
2325	42306	139577
2326	42322	139553
2327	42337	139524
2328	42352	139496
2329	42370	139476
2330	42386	139453
2331	42402	139427
2332	42418	139400
2333	42434	139375
2334	42450	139351
2335	42466	139325
2336	42482	139301
2337	42501	139283
2338	42516	139256
2339	42527	139213
2340	42544	139191
2341	42559	139164
2342	42577	139144
2343	42593	139118
2344	42610	139095
2345	42626	139072
2346	42645	139055
2347	42661	139031
2348	42677	139007
2349	42694	138985
2350	42712	138963
2351	42728	138940
2352	42744	138915
2353	42761	138893
2354	42779	138873
2355	42795	138847
2356	42811	138823
2357	42827	138799
2358	42844	138776
2359	42860	138751
2360	42877	138731
2361	42894	138708
2362	42912	138690
2363	42929	138665
2364	42944	138640
2365	42961	138615
2366	42977	138592
2367	42994	138570
2368	43013	138553
2369	43032	138537
2370	43049	138516
2371	43065	138490
2372	43081	138466
2373	43100	138453
2374	43117	138430
2375	43133	138406
2376	43150	138381
2377	43166	138356
2378	43182	138333
2379	43199	138309
2380	43215	138287
2381	43232	138262
2382	43250	138244
2383	43266	138220
2384	43286	138209
2385	43302	138184
2386	43320	138163
2387	43337	138143
2388	43354	138121
2389	43371	138098
2390	43388	138077
2391	43413	138079
2392	43430	138059
2393	43446	138034
2394	43463	138013
2395	43479	137986
2396	43495	137961
2397	43510	137934
2398	43525	137906
2399	43540	137879
2400	43557	137855
2401	43573	137832
2402	43590	137809
2403	43607	137787
2404	43623	137762
2405	43639	137738
2406	43656	137716
2407	43673	137694
2408	43691	137676
2409	43713	137669
2410	43734	137661
2411	43756	137654
2412	43780	137655
2413	43801	137646
2414	43825	137645
2415	43845	137634
2416	43866	137624
2417	43886	137611
2418	43907	137603
2419	43924	137582
2420	43941	137560
2421	43956	137533
2422	43972	137508
2423	43988	137482
2424	44006	137464
2425	44023	137441
2426	44039	137417
2427	44054	137389
2428	44072	137370
2429	44088	137346
2430	44105	137323
2431	44120	137296
2432	44136	137270
2433	44152	137246
2434	44168	137221
2435	44184	137196
2436	44200	137170
2437	44214	137142
2438	44234	137129
2439	44254	137115
2440	44277	137113
2441	44299	137107
2442	44318	137092
2443	44340	137084
2444	44360	137074
2445	44380	137059
2446	44399	137046
2447	44418	137031
2448	44439	137020
2449	44457	137002
2450	44473	136978
2451	44490	136956
2452	44507	136932
2453	44523	136908
2454	44539	136884
2455	44556	136861
2456	44571	136834
2457	44584	136802
2458	44600	136777
2459	44616	136752
2460	44632	136726
2461	44648	136703
2462	44666	136682
2463	44682	136657
2464	44700	136639
2465	44717	136618
2466	44735	136599
2467	44754	136583
2468	44783	136600
2469	44799	136575
2470	44820	136565
2471	44835	136539
2472	44853	136518
2473	44870	136498
2474	44892	136492
2475	44917	136493
2476	44938	136485
2477	44957	136468
2478	44980	136466
2479	45001	136454
2480	45020	136440
2481	45039	136425
2482	45058	136409
2483	45078	136395
2484	45096	136379
2485	45112	136353
2486	45129	136330
2487	45144	136303
2488	45161	136282
2489	45177	136258
2490	45194	136235
2491	45210	136210
2492	45226	136186
2493	45241	136159
2494	45257	136135
2495	45273	136111
2496	45289	136085
2497	45303	136056
2498	45319	136032
2499	45334	136003
2500	45350	135979
2501	45365	135952
2502	45382	135929
2503	45398	135904
2504	45415	135883
2505	45432	135863
2506	45448	135839
2507	45464	135814
2508	45481	135791
2509	45504	135788
2510	45527	135783
2511	45551	135783
2512	45572	135773
2513	45594	135768
2514	45615	135759
2515	45636	135748
2516	45657	135739
2517	45674	135716
2518	45691	135694
2519	45707	135672
2520	45723	135645
2521	45738	135618
2522	45755	135596
2523	45770	135571
2524	45787	135548
2525	45806	135532
2526	45822	135510
2527	45839	135486
2528	45855	135462
2529	45870	135435
2530	45890	135424
2531	45908	135404
2532	45925	135384
2533	45943	135364
2534	45959	135341
2535	45977	135321
2536	45994	135301
2537	46011	135279
2538	46030	135263
2539	46047	135242
2540	46065	135223
2541	46082	135201
2542	46099	135180
2543	46114	135152
2544	46130	135127
2545	46146	135103
2546	46162	135078
2547	46177	135051
2548	46192	135026
2549	46209	135004
2550	46226	134981
2551	46243	134961
2552	46259	134938
2553	46276	134914
2554	46306	134933
2555	46323	134909
2556	46339	134887
2557	46355	134861
2558	46376	134852
2559	46392	134827
2560	46408	134804
2561	46426	134785
2562	46442	134762
2563	46458	134735
2564	46474	134712
2565	46491	134690
2566	46507	134666
2567	46524	134645
2568	46540	134622
2569	46556	134597
2570	46572	134574
2571	46589	134552
2572	46606	134530
2573	46622	134504
2574	46637	134480
2575	46653	134454
2576	46670	134433
2577	46687	134410
2578	46702	134386
2579	46719	134363
2580	46736	134341
2581	46752	134317
2582	46769	134295
2583	46788	134280
2584	46806	134262
2585	46823	134242
2586	46842	134225
2587	46858	134201
2588	46876	134183
2589	46893	134161
2590	46909	134139
2591	46927	134119
2592	46946	134103
2593	46963	134084
2594	46981	134064
2595	46999	134045
2596	47017	134027
2597	47034	134005
2598	47052	133988
2599	47070	133969
2600	47087	133949
2601	47103	133925
2602	47123	133910
2603	47138	133885
2604	47154	133861
2605	47172	133842
2606	47188	133818
2607	47205	133797
2608	47222	133776
2609	47238	133751
2610	47253	133726
2611	47270	133703
2612	47287	133681
2613	47302	133655
2614	47318	133632
2615	47334	133606
2616	47350	133583
2617	47368	133565
2618	47384	133542
2619	47400	133518
2620	47419	133503
2621	47439	133488
2622	47455	133464
2623	47471	133442
2624	47488	133421
2625	47504	133396
2626	47521	133374
2627	47539	133357
2628	47556	133335
2629	47573	133314
2630	47589	133289
2631	47605	133267
2632	47622	133246
2633	47637	133218
2634	47654	133196
2635	47668	133169
2636	47684	133144
2637	47700	133120
2638	47716	133096
2639	47733	133075
2640	47749	133051
2641	47766	133031
2642	47784	133012
2643	47801	132990
2644	47829	133000
2645	47846	132979
2646	47863	132959
2647	47880	132936
2648	47896	132913
2649	47912	132889
2650	47929	132867
2651	47946	132848
2652	47967	132837
2653	47984	132816
2654	48001	132796
2655	48017	132771
2656	48033	132748
2657	48050	132727
2658	48067	132704
2659	48086	132690
2660	48102	132666
2661	48117	132640
2662	48133	132616
2663	48149	132591
2664	48165	132567
2665	48181	132544
2666	48200	132529
2667	48219	132513
2668	48237	132493
2669	48254	132474
2670	48271	132452
2671	48288	132431
2672	48308	132419
2673	48326	132400
2674	48344	132382
2675	48364	132370
2676	48381	132347
2677	48398	132326
2678	48417	132310
2679	48438	132302
2680	48454	132277
2681	48469	132253
2682	48486	132231
2683	48502	132208
2684	48519	132187
2685	48537	132167
2686	48553	132143
2687	48568	132118
2688	48585	132098
2689	48602	132074
2690	48618	132053
2691	48635	132030
2692	48647	131996
2693	48665	131978
2694	48683	131959
2695	48700	131940
2696	48719	131924
2697	48739	131911
2698	48757	131891
2699	48775	131873
2700	48793	131855
2701	48810	131834
2702	48828	131817
2703	48846	131800
2704	48864	131781
2705	48881	131759
2706	48900	131743
2707	48920	131730
2708	48936	131708
2709	48955	131692
2710	48972	131670
2711	48990	131653
2712	49008	131634
2713	49025	131614
2714	49042	131592
2715	49058	131570
2716	49075	131548
2717	49096	131536
2718	49112	131515
2719	49130	131497
2720	49147	131476
2721	49163	131452
2722	49181	131433
2723	49198	131411
2724	49213	131387
2725	49231	131368
2726	49250	131352
2727	49267	131331
2728	49283	131309
2729	49300	131288
2730	49317	131265
2731	49332	131241
2732	49349	131220
2733	49368	131203
2734	49385	131182
2735	49401	131160
2736	49421	131145
2737	49441	131133
2738	49459	131115
2739	49477	131096
2740	49495	131079
2741	49513	131061
2742	49531	131042
2743	49548	131022
2744	49565	131000
2745	49582	130979
2746	49599	130958
2747	49615	130935
2748	49631	130912
2749	49647	130888
2750	49662	130862
2751	49678	130840
2752	49696	130820
2753	49714	130802
2754	49745	130818
2755	49762	130797
2756	49779	130777
2757	49796	130756
2758	49812	130734
2759	49831	130716
2760	49848	130696
2761	49869	130684
2762	49886	130666
2763	49903	130645
2764	49920	130622
2765	49936	130600
2766	49953	130578
2767	49969	130555
2768	49985	130533
2769	50001	130510
2770	50017	130487
2771	50034	130466
2772	50051	130444
2773	50068	130423
2774	50084	130399
2775	50100	130377
2776	50117	130354
2777	50135	130336
2778	50152	130317
2779	50170	130298
2780	50189	130283
2781	50206	130263
2782	50242	130291
2783	50260	130274
2784	50277	130251
2785	50292	130226
2786	50308	130203
2787	50324	130180
2788	50340	130156
2789	50357	130135
2790	50374	130115
2791	50391	130092
2792	50408	130071
2793	50424	130048
2794	50440	130026
2795	50457	130005
2796	50472	129980
2797	50492	129967
2798	50510	129948
2799	50527	129928
2800	50543	129905
2801	50560	129883
2802	50579	129869
2803	50598	129853
2804	50615	129832
2805	50632	129812
2806	50650	129792
2807	50666	129770
2808	50682	129746
2809	50698	129724
2810	50719	129713
2811	50736	129692
2812	50754	129672
2813	50772	129654
2814	50790	129638
2815	50808	129619
2816	50825	129598
2817	50859	129620
2818	50877	129602
2819	50896	129587
2820	50914	129568
2821	50933	129553
2822	50950	129532
2823	50967	129512
2824	50985	129494
2825	51010	129493
2826	51027	129473
2827	51046	129457
2828	51062	129434
2829	51079	129413
2830	51096	129391
2831	51114	129375
2832	51132	129356
2833	51149	129334
2834	51166	129313
2835	51183	129293
2836	51199	129271
2837	51218	129256
2838	51237	129240
2839	51255	129222
2840	51273	129204
2841	51289	129181
2842	51306	129159
2843	51325	129145
2844	51342	129124
2845	51360	129105
2846	51378	129086
2847	51396	129069
2848	51413	129048
2849	51431	129028
2850	51464	129050
2851	51482	129031
2852	51499	129011
2853	51517	128992
2854	51534	128972
2855	51553	128955
2856	51569	128933
2857	51587	128914
2858	51605	128895
2859	51623	128877
2860	51639	128854
2861	51656	128833
2862	51674	128816
2863	51692	128798
2864	51713	128788
2865	51732	128772
2866	51750	128753
2867	51769	128738
2868	51786	128718
2869	51803	128697
2870	51820	128676
2871	51838	128656
2872	51854	128635
2873	51873	128619
2874	51891	128599
2875	51907	128578
2876	51924	128555
2877	51941	128537
2878	51958	128516
2879	51976	128497
2880	51998	128488
2881	52018	128475
2882	52037	128459
2883	52055	128442
2884	52072	128420
2885	52088	128398
2886	52107	128383
2887	52125	128363
2888	52143	128346
2889	52170	128349
2890	52188	128332
2891	52207	128317
2892	52226	128299
2893	52243	128279
2894	52261	128261
2895	52279	128242
2896	52295	128220
2897	52314	128203
2898	52333	128190
2899	52352	128174
2900	52370	128155
2901	52386	128132
2902	52402	128109
2903	52421	128092
2904	52439	128074
2905	52451	128043
2906	52468	128022
2907	52486	128004
2908	52505	127987
2909	52522	127966
2910	52540	127948
2911	52557	127928
2912	52574	127908
2913	52592	127890
2914	52609	127868
2915	52626	127847
2916	52644	127829
2917	52662	127811
2918	52680	127794
2919	52699	127778
2920	52716	127757
2921	52732	127733
2922	52749	127713
2923	52768	127697
2924	52786	127681
2925	52805	127664
2926	52822	127644
2927	52840	127624
2928	52858	127606
2929	52875	127587
2930	52892	127565
2931	52910	127548
2932	52927	127528
2933	52943	127505
2934	52959	127482
2935	52976	127461
2936	52996	127447
2937	53012	127424
2938	53030	127407
2939	53047	127385
2940	53065	127368
2941	53081	127345
2942	53099	127327
2943	53117	127308
2944	53134	127288
2945	53159	127285
2946	53178	127271
2947	53197	127255
2948	53215	127237
2949	53232	127215
2950	53250	127199
2951	53267	127177
2952	53283	127154
2953	53306	127149
2954	53325	127131
2955	53342	127111
2956	53358	127090
2957	53374	127067
2958	53392	127048
2959	53408	127026
2960	53424	127003
2961	53441	126981
2962	53457	126959
2963	53472	126935
2964	53489	126914
2965	53509	126900
2966	53528	126884
2967	53549	126873
2968	53570	126862
2969	53589	126846
2970	53607	126827
2971	53624	126808
2972	53644	126794
2973	53663	126778
2974	53681	126761
2975	53697	126738
2976	53715	126720
2977	53733	126702
2978	53750	126681
2979	53768	126662
2980	53785	126642
2981	53801	126618
2982	53821	126606
2983	53839	126586
2984	53856	126566
2985	53873	126545
2986	53890	126526
2987	53906	126503
2988	53925	126487
2989	53943	126468
2990	53958	126445
2991	53975	126424
2992	53995	126410
2993	54012	126390
2994	54029	126369
2995	54048	126354
2996	54065	126332
2997	54081	126311
2998	54098	126290
2999	54115	126268
3000	54132	126248
3001	54148	126226
3002	54165	126204
3003	54181	126182
3004	54197	126159
3005	54213	126136
3006	54232	126121
3007	54245	126093
3008	54262	126070
3009	54284	126063
3010	54301	126043
3011	54320	126025
3012	54334	125999
3013	54351	125977
3014	54367	125955
3015	54384	125935
3016	54400	125913
3017	54419	125896
3018	54435	125874
3019	54452	125853
3020	54470	125835
3021	54488	125817
3022	54503	125792
3023	54520	125772
3024	54538	125752
3025	54555	125732
3026	54570	125708
3027	54587	125687
3028	54603	125665
3029	54620	125644
3030	54639	125629
3031	54656	125609
3032	54673	125588
3033	54690	125569
3034	54707	125548
3035	54725	125530
3036	54741	125507
3037	54760	125491
3038	54777	125470
3039	54795	125453
3040	54813	125433
3041	54829	125411
3042	54846	125391
3043	54864	125373
3044	54880	125351
3045	54897	125331
3046	54913	125309
3047	54930	125287
3048	54946	125264
3049	54963	125244
3050	54980	125225
3051	54996	125202
3052	55014	125183
3053	55031	125162
3054	55047	125140
3055	55064	125119
3056	55080	125098
3057	55098	125079
3058	55116	125060
3059	55134	125044
3060	55152	125025
3061	55169	125005
3062	55190	124994
3063	55209	124977
3064	55225	124954
3065	55241	124933
3066	55258	124912
3067	55275	124892
3068	55292	124872
3069	55309	124852
3070	55326	124830
3071	55341	124807
3072	55358	124785
3073	55374	124763
3074	55388	124737
3075	55407	124721
3076	55423	124698
3077	55438	124674
3078	55455	124653
3079	55473	124635
3080	55489	124613
3081	55508	124597
3082	55524	124575
3083	55542	124556
3084	55573	124568
3085	55592	124551
3086	55609	124532
3087	55626	124512
3088	55643	124490
3089	55660	124471
3090	55680	124457
3091	55696	124433
3092	55711	124410
3093	55728	124389
3094	55743	124365
3095	55762	124348
3096	55781	124332
3097	55798	124312
3098	55814	124289
3099	55831	124269
3100	55847	124247
3101	55864	124226
3102	55880	124205
3103	55898	124187
3104	55914	124164
3105	55931	124144
3106	55947	124121
3107	55963	124098
3108	55980	124079
3109	55998	124060
3110	56015	124039
3111	56031	124018
3112	56049	123999
3113	56065	123977
3114	56081	123954
3115	56099	123936
3116	56117	123920
3117	56135	123902
3118	56154	123886
3119	56170	123862
3120	56188	123845
3121	56206	123827
3122	56222	123804
3123	56240	123785
3124	56256	123763
3125	56273	123744
3126	56290	123724
3127	56307	123703
3128	56323	123680
3129	56340	123661
3130	56355	123637
3131	56372	123615
3132	56388	123594
3133	56405	123573
3134	56420	123548
3135	56435	123525
3136	56452	123503
3137	56469	123484
3138	56486	123463
3139	56503	123443
3140	56534	123454
3141	56550	123431
3142	56566	123409
3143	56582	123388
3144	56599	123366
3145	56618	123351
3146	56635	123331
3147	56651	123309
3148	56669	123290
3149	56688	123274
3150	56705	123255
3151	56721	123232
3152	56737	123210
3153	56754	123190
3154	56770	123167
3155	56788	123149
3156	56803	123125
3157	56820	123104
3158	56835	123081
3159	56853	123061
3160	56869	123040
3161	56886	123020
3162	56903	123000
3163	56922	122983
3164	56934	122953
3165	56951	122933
3166	56971	122920
3167	56988	122899
3168	57005	122878
3169	57022	122859
3170	57039	122839
3171	57058	122823
3172	57073	122798
3173	57089	122777
3174	57105	122755
3175	57123	122736
3176	57142	122719
3177	57159	122700
3178	57175	122677
3179	57193	122660
3180	57210	122640
3181	57227	122619
3182	57243	122597
3183	57260	122577
3184	57276	122556
3185	57292	122533
3186	57309	122512
3187	57326	122493
3188	57342	122471
3189	57357	122447
3190	57375	122427
3191	57394	122412
3192	57404	122376
3193	57420	122355
3194	57438	122337
3195	57455	122316
3196	57469	122292
3197	57485	122269
3198	57501	122247
3199	57517	122224
3200	57532	122201
3201	57548	122178
3202	57564	122156
3203	57582	122138
3204	57598	122115
3205	57616	122097
3206	57632	122076
3207	57649	122055
3208	57665	122034
3209	57684	122017
3210	57702	122000
3211	57720	121982
3212	57736	121960
3213	57754	121942
3214	57770	121920
3215	57800	121926
3216	57815	121902
3217	57831	121881
3218	57846	121856
3219	57864	121837
3220	57879	121814
3221	57895	121793
3222	57912	121772
3223	57928	121750
